4.0,581.5731355679554,485.23162515095385,269.0,274.0,276.0,716.0
0.0,455.0822573533829,290.0,964.0,948.0,621.0,137.0
3.0,813.7545917907992,546.5600365649981,135.0,10.0,944.0,460.0
4.0,927.8355281369729,532.0,556.0,685.0,65.0,145.0
1.0,188.09391744211183,222.96461844915808,391.0,641.0,998.0,758.0
0.0,0.0,38.41006151208009,888.0,786.0,417.0,988.0
0.0,0.0,34.76798623230396,825.0,354.0,630.0,946.0
1.0,458.73320395584847,410.840630266901,903.0,866.0,838.0,236.0
3.0,634.9579556232321,915.0,772.0,694.0,588.0,935.0
3.0,416.5991003009738,581.7967725252175,4.0,257.0,955.0,773.0
2.0,479.52136274367075,343.71717420418236,846.0,4.0,41.0,697.0
0.0,58.53253482761134,274.2133838708103,784.0,777.0,104.0,190.0
4.0,964.4590034240422,700.0,734.0,866.0,209.0,508.0
0.0,644.3703774407832,0.0,972.0,199.0,2.0,835.0
3.0,914.1440244120512,701.6592995605275,347.0,640.0,815.0,58.0
4.0,945.6214077490476,10.0,206.0,115.0,444.0,458.0
0.0,729.8194454960183,365.0,257.0,434.0,604.0,427.0
0.0,58.0,47.18652189019416,381.0,300.0,183.0,233.0
1.0,419.98976757306855,417.11822829911773,49.0,847.0,700.0,444.0
2.0,744.3848914287871,570.7904724500554,662.0,425.0,134.0,353.0
1.0,549.7841379415576,608.0025060984608,568.0,17.0,424.0,801.0
1.0,180.7004318721879,123.17697549635733,152.0,340.0,881.0,347.0
3.0,732.2169676388658,433.032893863074,575.0,302.0,411.0,547.0
2.0,521.0810169021313,430.8356069859604,210.0,492.0,484.0,939.0
0.0,469.1157217639955,0.0,117.0,52.0,352.0,677.0
3.0,975.0,293.06890319893,52.0,326.0,175.0,304.0
0.0,71.0,733.0,249.0,764.0,841.0,982.0
2.0,392.43697767899886,844.7277064465603,908.0,921.0,125.0,400.0
2.0,592.5182670061644,351.40798246877375,782.0,272.0,666.0,761.0
4.0,822.6633101478965,611.0,677.0,747.0,270.0,139.0
1.0,42.426090511158215,0.0,189.0,46.0,795.0,659.0
1.0,618.5004849149072,0.0,446.0,398.0,761.0,405.0
4.0,754.6188308521014,816.771033205498,889.0,949.0,214.0,137.0
1.0,95.682106589678,552.2780677978559,864.0,118.0,469.0,601.0
0.0,240.0,75.4154863706904,702.0,61.0,243.0,469.0
3.0,807.3847089451298,864.0609364138223,182.0,483.0,990.0,125.0
4.0,749.0,559.0555986040081,207.0,523.0,980.0,474.0
1.0,449.6613855128518,0.0,968.0,180.0,421.0,716.0
4.0,548.3634561220084,947.42177901751,311.0,216.0,565.0,855.0
3.0,680.5223423875866,641.3577742363598,374.0,652.0,824.0,881.0
4.0,686.2618259564698,1000.0,602.0,773.0,234.0,262.0
0.0,0.0,466.0,641.0,471.0,58.0,115.0
0.0,64.0,218.43262219999315,240.0,714.0,741.0,94.0
1.0,389.1254357207374,57.200284846466595,16.0,992.0,593.0,625.0
2.0,692.0,477.44173712357417,473.0,517.0,185.0,355.0
0.0,278.0,306.79514653053945,948.0,123.0,274.0,482.0
3.0,214.0,965.7564094466804,146.0,72.0,294.0,848.0
0.0,335.73011084058135,268.9391635574777,651.0,846.0,559.0,969.0
0.0,431.0964512217535,393.695831244358,392.0,418.0,484.0,568.0
3.0,790.7280493827402,862.4958530674795,548.0,949.0,83.0,820.0
4.0,593.1668437200161,1000.0,662.0,197.0,510.0,536.0
3.0,0.0,538.450361243263,342.0,679.0,283.0,681.0
2.0,493.8527643884162,117.20009040533087,789.0,819.0,608.0,453.0
0.0,301.58999177137053,97.67257601818893,83.0,559.0,688.0,92.0
0.0,355.40425923120904,632.0,185.0,504.0,392.0,843.0
1.0,419.6736929351011,453.1896917472551,549.0,939.0,287.0,908.0
4.0,679.8162685638009,703.9062986845589,657.0,757.0,288.0,364.0
1.0,465.70175561828404,150.53066625879393,893.0,613.0,992.0,592.0
1.0,307.443996551542,707.0,818.0,838.0,593.0,519.0
3.0,1000.0,459.0,165.0,853.0,423.0,420.0
3.0,746.3659852521837,1000.0,475.0,360.0,243.0,793.0
3.0,885.993244041154,657.8252220922969,108.0,978.0,423.0,223.0
1.0,73.41728332381619,987.460162213312,992.0,504.0,274.0,767.0
3.0,647.6121462839084,420.3682228060792,301.0,936.0,216.0,785.0
3.0,778.115433777974,499.7896794959447,801.0,725.0,791.0,240.0
3.0,750.3000420433194,732.9566360249423,369.0,503.0,974.0,430.0
1.0,43.046049291192325,642.3250159108038,988.0,53.0,916.0,604.0
4.0,787.1488122827499,405.5180700432072,841.0,135.0,384.0,134.0
3.0,834.4279043060848,759.7689228622168,82.0,85.0,574.0,225.0
