3.0,687.0058966711573,235.0,495.0
1.0,336.2256880429258,648.0,872.0
4.0,836.7715138461087,935.0,941.0
1.0,329.18043490873083,627.0,396.0
2.0,497.886471721551,917.0,948.0
2.0,521.2419094443358,779.0,912.0
2.0,492.69030546056285,382.0,373.0
4.0,835.4272508513053,725.0,682.0
3.0,667.9427849967033,472.0,978.0
4.0,839.8991787896219,667.0,691.0
3.0,680.5419462657071,361.0,992.0
1.0,353.1342016428396,479.0,684.0
4.0,825.2050241279027,320.0,887.0
0.0,124.41517993548295,68.0,457.0
0.0,144.47775551606668,614.0,578.0
4.0,813.2628287166184,481.0,524.0
0.0,150.99164886175663,566.0,160.0
3.0,653.728760696418,460.0,386.0
2.0,511.66188363380604,817.0,192.0
3.0,654.5856131333595,817.0,313.0
3.0,657.6623113853594,680.0,106.0
1.0,339.08170709594737,289.0,656.0
0.0,157.97515438056772,607.0,754.0
4.0,829.0996649256481,388.0,714.0
2.0,536.0482842210541,968.0,610.0
4.0,825.710369431962,443.0,644.0
4.0,824.08584359816,706.0,370.0
3.0,681.3887365548553,398.0,473.0
1.0,328.90479481960887,398.0,355.0
1.0,344.8890677869326,278.0,492.0
4.0,833.155230190217,189.0,850.0
2.0,497.9787292235701,559.0,75.0
3.0,657.9225066461875,608.0,236.0
0.0,175.5298261919979,615.0,474.0
3.0,653.9393080397616,863.0,951.0
2.0,490.87600382796654,10.0,127.0
1.0,329.98509064847997,422.0,280.0
0.0,152.681826078301,149.0,299.0
4.0,824.590159133281,506.0,829.0
3.0,656.0532863365146,58.0,474.0
1.0,313.3320746341251,746.0,114.0
1.0,346.899429613259,237.0,131.0
2.0,494.07855507685974,917.0,952.0
0.0,165.15235544558746,326.0,852.0
0.0,152.068975367355,68.0,273.0
3.0,725.7003297618936,225.0,212.0
1.0,326.45788579262444,466.0,795.0
4.0,820.5795615993881,931.0,714.0
2.0,508.3193492706664,572.0,527.0
3.0,643.751154201301,700.0,659.0
0.0,157.3367332349707,129.0,570.0
1.0,357.8485626107822,407.0,346.0
4.0,836.7509679595566,976.0,826.0
3.0,640.784115401634,272.0,344.0
3.0,645.7096256636605,872.0,300.0
1.0,350.7330792487558,835.0,714.0
2.0,516.5321720691186,306.0,642.0
0.0,141.46285630837147,837.0,864.0
1.0,345.9071300086752,898.0,471.0
0.0,151.45721389017552,474.0,242.0
3.0,686.1307371090837,702.0,797.0
3.0,648.5331596868846,440.0,375.0
2.0,499.362715755577,271.0,116.0
4.0,859.5123199712684,924.0,680.0
3.0,635.739285630798,710.0,70.0
0.0,157.48418451005935,366.0,632.0
0.0,143.83839237820808,320.0,515.0
1.0,329.97278550513334,342.0,75.0
3.0,650.9312671813943,54.0,218.0
3.0,655.3216362959777,574.0,720.0
4.0,825.0230387912821,133.0,417.0
2.0,486.2693317776357,31.0,367.0
0.0,177.2600267787929,951.0,335.0
0.0,165.1555099180377,306.0,841.0
4.0,840.8662580097799,74.0,290.0
4.0,844.1563040015121,644.0,686.0
0.0,155.75277908410203,73.0,908.0
1.0,350.0140711165884,363.0,126.0
1.0,341.8062012000618,700.0,651.0
3.0,633.0857633202389,647.0,484.0
4.0,835.6229311769894,856.0,252.0
4.0,829.5842869757106,841.0,521.0
3.0,682.2461912768604,845.0,162.0
4.0,850.8657854415725,391.0,795.0
0.0,176.7556183547934,91.0,856.0
3.0,652.5441163916536,984.0,670.0
1.0,335.15740454825885,293.0,20.0
0.0,155.1797422708642,801.0,247.0
0.0,163.41657366376114,64.0,949.0
4.0,833.2070517309152,784.0,546.0
2.0,487.31661772182713,969.0,493.0
0.0,185.15640872164744,977.0,622.0
1.0,338.29316691861976,50.0,936.0
4.0,822.1015660917645,427.0,364.0
3.0,660.554034505152,531.0,163.0
4.0,805.8315538865621,537.0,817.0
4.0,835.9906410184178,905.0,266.0
3.0,656.9045527399211,196.0,288.0
3.0,637.8897989272597,851.0,38.0
1.0,350.1319015823739,112.0,239.0
4.0,813.7014946074962,772.0,537.0
3.0,681.9054920724542,743.0,946.0
0.0,188.0934752854675,428.0,27.0
1.0,369.1043830457944,279.0,418.0
4.0,860.1240546511472,626.0,437.0
2.0,511.61264788998415,460.0,873.0
1.0,313.8634138217697,514.0,243.0
3.0,665.417259591539,208.0,984.0
1.0,315.96562305938045,352.0,742.0
1.0,340.85504366360607,876.0,391.0
4.0,816.1815851696811,134.0,435.0
0.0,152.03332573008834,492.0,83.0
0.0,193.43399810571913,850.0,829.0
3.0,619.1125711584048,445.0,715.0
0.0,146.74674214924315,44.0,866.0
4.0,834.0180642104597,362.0,228.0
0.0,162.84894285580205,211.0,109.0
4.0,850.2988599289494,617.0,220.0
3.0,699.2390917117131,974.0,243.0
1.0,344.6104579953347,950.0,9.0
1.0,342.6154000721017,324.0,343.0
0.0,151.79100758839704,560.0,638.0
0.0,178.82534452143287,736.0,362.0
4.0,843.0846123789009,696.0,61.0
3.0,665.333584571591,243.0,751.0
0.0,170.68476995007202,106.0,115.0
2.0,523.1276394584307,979.0,380.0
1.0,296.0834201664283,985.0,851.0
3.0,670.7864115369658,288.0,724.0
4.0,863.9561731211935,668.0,672.0
4.0,817.6600106383057,7.0,789.0
1.0,353.29629773541046,431.0,286.0
2.0,499.5129650775618,452.0,695.0
2.0,498.02457138006724,374.0,836.0
1.0,319.3445270418577,632.0,868.0
2.0,499.05008179511526,495.0,20.0
4.0,845.851914059034,126.0,322.0
4.0,815.0361772280971,999.0,789.0
1.0,357.23007347039584,951.0,422.0
0.0,187.44978032044358,973.0,872.0
3.0,654.3179472465304,906.0,964.0
0.0,127.50072310770449,183.0,714.0
1.0,332.85958437731745,434.0,920.0
4.0,827.5334903077418,503.0,107.0
1.0,348.50608014751344,394.0,254.0
0.0,176.83111957384048,114.0,405.0
4.0,808.6227018969931,789.0,896.0
0.0,167.313259895068,578.0,52.0
3.0,672.1407806651578,489.0,423.0
0.0,173.94030880328438,282.0,442.0
2.0,487.82060652292887,511.0,852.0
3.0,697.2499928870196,467.0,197.0
2.0,505.01492320283495,43.0,816.0
0.0,181.41939260827002,423.0,502.0
3.0,668.9427513509266,837.0,258.0
0.0,166.81284583957992,251.0,695.0
3.0,636.8071817357256,738.0,872.0
1.0,369.7661419821463,732.0,694.0
4.0,839.1583105363522,483.0,302.0
0.0,144.42324976299398,849.0,512.0
4.0,835.9776593217609,162.0,220.0
3.0,689.455874421472,261.0,252.0
1.0,323.031580188971,105.0,545.0
1.0,303.4990076278614,250.0,562.0
4.0,866.3349202810895,740.0,192.0
4.0,846.2479202955753,710.0,310.0
1.0,321.2722060774059,331.0,298.0
0.0,167.45193435542083,155.0,648.0
4.0,818.9600041301946,293.0,392.0
0.0,174.43635632241714,697.0,845.0
1.0,334.2415362487615,650.0,423.0
3.0,658.3452401280058,622.0,841.0
