2.0,902.0,1000.0,103.0,199.0
3.0,792.0,390.7716571348323,204.0,0.0
3.0,705.0,1000.0,831.0,0.0
1.0,956.0,0.0,278.0,961.0
1.0,852.0,0.0,346.0,1000.0
2.0,494.0,0.0,81.0,119.12610784202832
3.0,68.0,362.11977741807954,112.0,0.0
0.0,603.0,0.0,451.0,0.0
1.0,412.0,0.0,327.0,7.661477417812465
2.0,221.0,816.1794031604328,298.0,994.1676028488672
0.0,118.0,1000.0,712.0,607.8259481162595
2.0,809.0,659.5357731400886,992.0,0.0
3.0,297.0,698.5873565130175,420.0,1000.0
3.0,40.0,538.0908799032122,351.0,807.7399790281265
2.0,867.0,0.0,29.0,1000.0
2.0,12.0,1000.0,793.0,123.0
0.0,786.0,203.22414519592073,234.0,576.0
0.0,737.0,1000.0,898.0,0.0
0.0,59.0,1000.0,499.0,0.0
3.0,195.0,0.0,305.0,643.0888623721131
3.0,823.0,272.8541495844654,279.0,475.19544912136365
1.0,429.0,0.0,494.0,1000.0
2.0,70.0,1000.0,728.0,0.0
2.0,872.0,1000.0,990.0,868.2854418291622
3.0,226.0,0.0,936.0,1000.0
1.0,693.0,0.0,773.0,0.0
1.0,328.0,0.0,360.0,221.57038776202475
3.0,863.0,588.329031603548,90.0,31.0
1.0,315.0,1000.0,698.0,1000.0
3.0,741.0,1000.0,227.0,1000.0
1.0,775.0,0.0,484.0,395.0
0.0,366.0,0.0,689.0,780.0
3.0,799.0,1000.0,62.0,489.0549559631037
1.0,18.0,0.0,40.0,1000.0
1.0,825.0,0.0,807.0,0.0
1.0,472.0,0.0,42.0,194.0
3.0,179.0,1000.0,155.0,1000.0
2.0,711.0,647.3995133897275,332.0,764.0
3.0,983.0,1000.0,647.0,710.0
1.0,968.0,0.0,86.0,390.82409606703914
3.0,654.0,0.0,48.0,404.0912776061869
1.0,339.0,656.4248040874087,187.0,1000.0
0.0,149.0,1000.0,748.0,1000.0
3.0,766.0,1000.0,625.0,989.0
2.0,663.0,0.0,955.0,0.0
0.0,945.0,244.69518676346112,906.0,1000.0
1.0,39.0,0.0,697.0,0.0
1.0,255.0,0.0,455.0,1000.0
2.0,833.0,0.0,52.0,239.7658963307185
1.0,532.0,1000.0,675.0,1000.0
0.0,775.0,96.83098765275335,238.0,0.0
2.0,259.0,1000.0,77.0,878.5349934315761
2.0,769.0,1000.0,960.0,1000.0
0.0,270.0,0.0,384.0,540.0
3.0,53.0,761.1179821436211,829.0,1000.0
1.0,870.0,375.35949058456634,758.0,0.0
0.0,430.0,756.4972827621543,134.0,192.0
1.0,235.0,544.3892900469068,806.0,0.0
3.0,583.0,0.0,591.0,1000.0
3.0,333.0,0.0,182.0,788.294972689712
2.0,624.0,917.0073392960749,551.0,1000.0
0.0,223.0,0.0,417.0,0.0
3.0,901.0,23.796412324140242,662.0,1000.0
2.0,683.0,1000.0,374.0,1000.0
3.0,421.0,0.0,425.0,279.0041050821781
3.0,546.0,0.0,827.0,520.8076371715322
1.0,808.0,0.0,149.0,119.32981850571957
3.0,618.0,0.0,990.0,1000.0
1.0,20.0,304.1336068047115,42.0,0.0
2.0,414.0,0.0,902.0,875.0
2.0,817.0,0.0,744.0,0.0
3.0,345.0,0.0,933.0,0.0
3.0,980.0,252.16179375547026,577.0,479.7404833682257
0.0,610.0,0.0,899.0,1000.0
3.0,242.0,697.0296036504889,658.0,620.6482083890149
2.0,912.0,0.0,186.0,1000.0
0.0,490.0,1000.0,631.0,627.1275873199924
0.0,572.0,0.0,971.0,0.0
2.0,789.0,0.0,139.0,1000.0
0.0,206.0,0.0,118.0,0.0
1.0,121.0,0.0,401.0,323.0
3.0,188.0,300.5583779775422,745.0,348.0
1.0,544.0,1000.0,470.0,995.4419955038377
2.0,897.0,1000.0,506.0,1000.0
0.0,160.0,542.0102048747282,593.0,758.0
1.0,486.0,0.0,329.0,353.96674013308194
2.0,338.0,198.41451741487163,144.0,433.0
0.0,826.0,0.0,739.0,413.0
2.0,103.0,604.9112120203231,380.0,867.0
1.0,182.0,636.9187022806898,229.0,83.23433811473896
1.0,741.0,790.0511225267285,331.0,0.0
1.0,67.0,479.51799148853934,33.0,0.0
2.0,510.0,677.9510957683681,122.0,746.9655427955443
1.0,309.0,1000.0,466.0,0.0
1.0,927.0,0.0,76.0,814.0
0.0,283.0,467.9854068258728,428.0,0.0
0.0,820.0,244.90421720679677,950.0,668.0
3.0,817.0,0.0,695.0,1000.0
0.0,238.0,1000.0,79.0,864.7714518757457
1.0,468.0,0.0,748.0,1000.0
2.0,152.0,0.0,771.0,0.0
0.0,186.0,868.2058533278906,249.0,805.4714407129567
0.0,122.0,1000.0,83.0,0.0
0.0,812.0,877.6673044872848,553.0,35.85576427336111
0.0,970.0,277.5136977481838,513.0,0.0
0.0,911.0,0.0,134.0,0.0
1.0,810.0,0.0,220.0,0.0
0.0,483.0,1000.0,351.0,934.0
2.0,924.0,333.6492062618913,415.0,1000.0
1.0,876.0,0.0,678.0,1000.0
2.0,664.0,304.19819195947775,545.0,1000.0
3.0,689.0,264.51678721000894,542.0,1000.0
1.0,789.0,1000.0,173.0,1000.0
0.0,528.0,1000.0,378.0,1000.0
1.0,77.0,0.0,70.0,0.0
1.0,94.0,0.0,459.0,245.99544927890062
0.0,373.0,0.0,587.0,588.9366872604193
2.0,393.0,0.0,761.0,1000.0
3.0,497.0,0.0,95.0,849.0
0.0,660.0,0.0,134.0,0.0
0.0,134.0,260.87684202366324,175.0,1000.0
3.0,453.0,1000.0,413.0,0.0
1.0,76.0,1000.0,404.0,296.97494689154615
3.0,695.0,89.5562687760057,548.0,713.0
0.0,31.0,754.6229493072653,479.0,71.73820179668132
1.0,403.0,1000.0,185.0,101.0
3.0,275.0,1000.0,678.0,1000.0
3.0,931.0,1000.0,912.0,611.6720819288697
0.0,202.0,0.0,854.0,387.43084546194746
2.0,598.0,0.0,168.0,0.0
2.0,953.0,1000.0,438.0,489.47132324117155
3.0,26.0,554.6970679901863,559.0,0.0
3.0,210.0,1000.0,529.0,1000.0
1.0,689.0,130.9084607423648,320.0,1000.0
2.0,427.0,0.0,531.0,132.0
1.0,273.0,0.0,207.0,0.0
2.0,767.0,648.0595038976442,495.0,136.0
1.0,688.0,1000.0,125.0,1000.0
