2.0,251.0,866.0,532.0399561755729,282.0,1000.0,493.927853124127,0.0
2.0,949.0,814.0,1000.0,192.0,1000.0,466.10339723139145,532.460573335644
0.0,72.0,89.0,0.0,221.0,1000.0,1000.0,0.0
2.0,14.0,398.0,1000.0,852.0,782.0978989936557,651.7690638060494,1000.0
2.0,689.0,757.0,787.5465362009155,856.0,738.8288933233673,44.57037105755751,1000.0
2.0,934.0,68.0,277.15853369218,217.0,1000.0,1000.0,0.0
2.0,530.0,332.0,347.0,299.0,463.50914690437685,1000.0,148.94874604846035
1.0,620.0,809.0,818.0,358.0,101.3005595489421,1000.0,0.0
2.0,517.0,19.0,323.0,568.0,249.24823055226224,481.58246841573197,1000.0
1.0,647.0,147.0,0.0,647.0,1000.0,1000.0,1000.0
2.0,111.0,110.0,1000.0,728.0,1000.0,1000.0,685.0932689647801
2.0,872.0,140.0,134.35720871534346,727.0,1000.0,1000.0,0.0
0.0,937.0,980.0,156.94128109062046,402.0,0.0,493.55051433592047,0.0
2.0,559.0,51.0,883.6166835746226,805.0,368.8044973573866,19.315865479029274,154.3525494636935
0.0,792.0,176.0,0.0,678.0,456.49605139044036,915.5325281233397,1000.0
0.0,390.0,400.0,900.2304417137572,367.0,0.0,0.0,610.7020273393973
1.0,76.0,785.0,411.8505272327585,681.0,0.0,1000.0,0.0
1.0,859.0,387.0,1000.0,93.0,894.8405424724183,1000.0,602.4539376619712
2.0,203.0,953.0,114.33675943686886,317.0,1000.0,233.17565074277658,0.0
1.0,413.0,309.0,703.9293780576286,154.0,0.0,1000.0,250.4038929470817
1.0,20.0,850.0,712.8821542995155,227.0,0.0,0.0,0.0
2.0,66.0,594.0,91.93976662312292,988.0,761.3574084462656,726.7387062055938,988.0102243989685
0.0,34.0,62.0,304.0,313.0,727.7381993771711,145.05528616387988,0.0
2.0,891.0,240.0,35.0,305.0,0.0,1000.0,209.58934719639618
0.0,944.0,261.0,905.4047750204198,538.0,481.95811595229753,1000.0,0.0
2.0,813.0,607.0,1000.0,386.0,0.0,1000.0,0.0
1.0,182.0,454.0,0.0,16.0,0.0,0.0,583.9500967525225
2.0,34.0,9.0,1000.0,983.0,364.3864939716606,1000.0,1000.0
1.0,867.0,659.0,104.0,624.0,1000.0,0.0,1000.0
1.0,260.0,993.0,0.0,242.0,0.0,0.0,0.0
0.0,946.0,489.0,0.0,403.0,148.0968658711797,24.5677128243541,646.6517238495106
1.0,188.0,81.0,183.0,203.0,150.36908565748715,1000.0,0.0
2.0,309.0,518.0,1000.0,705.0,634.6602155654235,0.0,1000.0
1.0,713.0,678.0,1000.0,281.0,1000.0,1000.0,1000.0
1.0,958.0,320.0,426.48835071608977,885.0,0.0,0.0,0.0
2.0,427.0,363.0,1000.0,554.0,358.12789286474106,1000.0,388.74947959724955
0.0,339.0,5.0,320.50827455974843,27.0,0.0,0.0,181.45411949034465
2.0,761.0,943.0,0.0,936.0,803.7780515762954,33.52588316670446,1000.0
0.0,497.0,634.0,421.3471921873232,309.0,333.5093182230847,110.35109270782498,0.0
0.0,30.0,943.0,0.0,157.0,0.0,0.0,1000.0
0.0,613.0,454.0,0.0,257.0,0.0,0.0,1000.0
2.0,649.0,217.0,972.0,373.0,0.0,430.9398188606739,1000.0
1.0,426.0,726.0,914.7329294281899,950.0,0.0,0.0,47.86553990518529
2.0,899.0,43.0,93.0,192.0,972.9079113774937,0.0,0.0
0.0,833.0,921.0,62.0,198.0,0.0,0.0,566.4256912674688
0.0,425.0,109.0,938.3070450579932,697.0,0.0,1000.0,1000.0
2.0,445.0,245.0,0.0,549.0,170.249773292715,1000.0,1000.0
