4.0,1000.0,637.0,994.0,51.0,40.0
4.0,1000.0,765.0,980.0,299.0,332.0
0.0,503.85662483397056,342.0,571.0,377.0,875.0
0.0,0.0,148.0,351.0,683.0,170.0
1.0,544.3395873853491,314.0,334.0,663.0,933.0
2.0,1000.0,108.0,538.0,653.0,23.0
1.0,0.0,479.0,147.0,464.0,631.0
3.0,1000.0,560.0,396.0,871.0,709.0
1.0,695.0,462.0,880.0,686.0,386.0
3.0,0.0,446.0,34.0,127.0,641.0
3.0,1000.0,163.0,55.0,228.0,630.0
0.0,601.107538006137,19.0,130.0,447.0,988.0
1.0,1000.0,335.0,596.0,165.0,281.0
3.0,1000.0,456.0,275.0,210.0,70.0
4.0,503.6050146220679,594.0,125.0,271.0,656.0
3.0,328.7128092921586,95.0,735.0,644.0,873.0
0.0,1000.0,451.0,951.0,610.0,524.0
2.0,0.0,979.0,253.0,154.0,106.0
3.0,1000.0,170.0,269.0,179.0,996.0
4.0,581.8309750110606,46.0,763.0,729.0,1.0
2.0,1000.0,102.0,349.0,808.0,715.0
4.0,1000.0,396.0,31.0,291.0,327.0
3.0,1000.0,828.0,278.0,250.0,955.0
0.0,0.0,865.0,364.0,660.0,51.0
1.0,1000.0,253.0,185.0,625.0,304.0
3.0,0.0,223.0,581.0,717.0,107.0
2.0,1000.0,262.0,609.0,521.0,903.0
0.0,1000.0,425.0,84.0,313.0,469.0
4.0,806.3716533741352,976.0,493.0,693.0,807.0
0.0,0.0,44.0,361.0,211.0,624.0
1.0,787.3097317317769,282.0,700.0,393.0,624.0
1.0,970.0,82.0,29.0,67.0,877.0
2.0,461.9053335155019,329.0,169.0,839.0,401.0
4.0,315.0,994.0,456.0,144.0,345.0
4.0,211.51232328754062,575.0,96.0,437.0,600.0
4.0,893.081332341445,294.0,706.0,671.0,25.0
1.0,0.0,204.0,835.0,823.0,210.0
4.0,0.0,702.0,907.0,459.0,554.0
3.0,425.0,503.0,727.0,477.0,512.0
2.0,803.8100958479123,264.0,132.0,579.0,284.0
0.0,0.0,354.0,991.0,351.0,546.0
0.0,856.0,472.0,618.0,612.0,976.0
4.0,1000.0,521.0,528.0,147.0,726.0
3.0,669.791280336128,437.0,549.0,989.0,54.0
2.0,134.0,978.0,842.0,497.0,550.0
3.0,880.0,461.0,740.0,700.0,860.0
4.0,968.0,267.0,759.0,898.0,626.0
2.0,738.2319876482323,521.0,140.0,159.0,980.0
4.0,1000.0,99.0,780.0,864.0,389.0
