3.0,921.957454288665,845.0,711.0,0.0,345.0,942.8721135437175,203.0,179.0
2.0,556.4436761423207,562.0,226.0,703.0,483.0,796.3404174252352,255.0,55.0
3.0,1000.0,133.0,872.0,1000.0,815.0,916.1867091028098,102.0,295.0
3.0,1000.0,477.0,254.0,917.0,759.0,0.0,27.0,660.0
3.0,1000.0,434.0,331.0,594.3378475119921,432.0,1000.0,919.0,294.0
1.0,0.0,636.0,84.0,267.4329708005622,830.0,18.501185907935117,876.0,119.0
0.0,355.2622758161314,911.0,764.0,220.49406661122475,222.0,74.67639414601322,139.0,424.0
3.0,1000.0,487.0,673.0,1000.0,976.0,787.8247145380687,987.0,801.0
2.0,0.0,892.0,123.0,1000.0,589.0,0.0,26.0,56.0
2.0,481.3250264594276,60.0,507.0,0.0,560.0,32.3089047139664,468.0,530.0
2.0,937.240153338066,538.0,846.0,811.0,553.0,835.9854677087169,608.0,279.0
1.0,574.1269575166853,866.0,101.0,314.2776036153861,430.0,902.471687085615,124.0,388.0
3.0,730.7088560971027,898.0,493.0,831.772582400619,699.0,974.2308279717485,903.0,511.0
1.0,591.716389890827,120.0,473.0,848.0,886.0,371.26128304398486,803.0,815.0
2.0,1000.0,838.0,138.0,559.6384035749575,314.0,619.8763309106217,248.0,838.0
0.0,0.0,284.0,432.0,29.40093440566577,116.0,643.1599281111431,35.0,862.0
1.0,302.57981957371004,677.0,409.0,915.6325361093942,334.0,1000.0,24.0,562.0
1.0,0.0,480.0,696.0,29.591230024270754,340.0,0.0,619.0,520.0
2.0,808.8881474165064,602.0,302.0,1000.0,196.0,194.5224825882915,107.0,83.0
2.0,1000.0,418.0,570.0,503.68427635606383,24.0,708.3157324436386,732.0,468.0
0.0,0.0,348.0,195.0,278.0,978.0,431.7249548361411,832.0,428.0
2.0,0.0,164.0,983.0,711.0,55.0,1000.0,273.0,96.0
0.0,253.36341223642353,453.0,920.0,696.0,775.0,200.81026638440787,981.0,909.0
2.0,1000.0,32.0,421.0,1000.0,924.0,1000.0,985.0,117.0
0.0,0.0,764.0,44.0,753.5962319938695,5.0,0.0,294.0,613.0
3.0,958.8710908853731,185.0,854.0,1000.0,418.0,1000.0,204.0,23.0
0.0,674.9308661722328,642.0,297.0,0.0,187.0,0.0,253.0,343.0
3.0,944.0237950307279,894.0,196.0,1000.0,902.0,1000.0,709.0,7.0
3.0,615.5610508838062,511.0,281.0,1000.0,890.0,734.4614226087904,185.0,521.0
3.0,590.5437303509751,707.0,299.0,576.0,667.0,793.1815134921718,39.0,535.0
2.0,83.47751141408334,338.0,898.0,10.624561329348873,949.0,0.0,79.0,293.0
0.0,143.26659213578588,954.0,325.0,49.51458435818755,742.0,0.0,554.0,641.0
2.0,677.9792867751943,630.0,272.0,838.0,143.0,829.4803574256038,253.0,170.0
3.0,768.9614717178372,472.0,60.0,814.0398831250145,836.0,1000.0,422.0,112.0
2.0,712.0163022696353,341.0,576.0,603.831437029608,999.0,841.7479267984799,693.0,984.0
1.0,0.0,501.0,260.0,0.0,349.0,1000.0,353.0,543.0
0.0,0.0,981.0,654.0,36.03871971908856,490.0,922.5324837032796,459.0,784.0
2.0,1000.0,531.0,24.0,505.39540937405866,375.0,0.0,592.0,356.0
1.0,588.3783411944494,366.0,620.0,0.0,900.0,305.7101265376417,622.0,339.0
2.0,461.8816783724162,302.0,136.0,1000.0,47.0,584.1279132492479,834.0,61.0
1.0,142.9771834436803,620.0,33.0,902.0,245.0,393.184399709086,88.0,13.0
0.0,334.99656835619146,954.0,907.0,784.0,878.0,492.6218456099609,58.0,187.0
2.0,1000.0,866.0,443.0,445.0,398.0,1000.0,770.0,303.0
2.0,1000.0,679.0,174.0,183.51044067046948,833.0,1000.0,272.0,950.0
0.0,0.0,295.0,584.0,143.69186053435212,691.0,0.0,54.0,791.0
0.0,173.4596224816951,575.0,506.0,745.3018748305119,464.0,0.0,382.0,674.0
0.0,0.0,277.0,102.0,295.2114098498288,177.0,84.77372981771693,86.0,84.0
2.0,1000.0,457.0,788.0,704.2887728812316,730.0,710.1705074953496,661.0,229.0
0.0,1000.0,26.0,162.0,642.8158937976456,529.0,0.0,474.0,29.0
0.0,379.51878550799773,575.0,691.0,688.2124195636023,205.0,420.34064865035873,182.0,14.0
2.0,829.213649678712,730.0,202.0,1000.0,452.0,404.527505466587,179.0,869.0
3.0,0.0,779.0,195.0,738.7362875790138,76.0,834.9612072946377,405.0,816.0
0.0,0.0,278.0,241.0,213.33620868350218,72.0,37.24301395993836,139.0,779.0
3.0,514.9372689094133,555.0,960.0,604.9369069593229,382.0,1000.0,484.0,888.0
0.0,483.59213674140335,186.0,264.0,928.7998783694384,399.0,845.3331419534538,894.0,504.0
0.0,277.29087545683916,202.0,750.0,545.0,527.0,0.0,803.0,438.0
3.0,271.10598710588687,390.0,781.0,1000.0,401.0,1000.0,575.0,875.0
3.0,570.4717941677138,25.0,110.0,570.9178640214518,333.0,441.2325679630946,929.0,311.0
3.0,281.08595496300677,912.0,321.0,176.0,798.0,666.2571739957813,354.0,89.0
0.0,14.028408264210137,0.0,771.0,146.94388570743328,797.0,1000.0,100.0,617.0
0.0,548.349376771817,584.0,613.0,800.0,625.0,278.8183203552595,11.0,110.0
1.0,462.8257910952943,720.0,888.0,0.0,897.0,956.7833970809482,416.0,409.0
0.0,0.0,915.0,507.0,902.173110670284,921.0,1000.0,681.0,585.0
1.0,1000.0,694.0,538.0,0.0,145.0,742.2645118662967,220.0,148.0
3.0,158.55329240966665,108.0,135.0,848.808723003854,872.0,653.6057008049503,333.0,21.0
0.0,545.6972375335887,846.0,955.0,0.0,799.0,288.7465487533474,76.0,375.0
3.0,1000.0,33.0,825.0,1000.0,248.0,788.4142469577433,93.0,89.0
1.0,143.40910932468702,231.0,596.0,921.6324517117432,980.0,970.3627137891657,24.0,376.0
1.0,736.0313748774158,356.0,780.0,158.91255281380677,87.0,342.9155260944054,617.0,344.0
3.0,0.0,300.0,390.0,0.0,700.0,472.6443891204487,949.0,971.0
1.0,351.82605107600807,27.0,815.0,386.90023273147386,571.0,0.0,375.0,638.0
3.0,261.05363184952506,902.0,213.0,893.6214106333668,308.0,1000.0,226.0,830.0
3.0,746.4695122804487,564.0,908.0,1000.0,848.0,777.5702366037546,676.0,998.0
3.0,760.5827620975261,452.0,795.0,753.9575502748294,347.0,560.7303974793474,592.0,362.0
1.0,815.770591138025,38.0,329.0,623.4418925831146,370.0,572.9879442556934,609.0,627.0
3.0,450.15479094802174,900.0,660.0,880.8329536741059,107.0,684.1736031474603,876.0,643.0
1.0,476.31821011974506,869.0,210.0,315.6815371679527,580.0,510.0920202670935,832.0,343.0
3.0,344.15724270360136,290.0,743.0,1000.0,224.0,602.0618814512654,843.0,531.0
2.0,698.9142029229292,82.0,429.0,279.92120424091337,209.0,893.1473732579067,455.0,154.0
1.0,0.0,545.0,876.0,841.8126934683442,58.0,0.0,509.0,44.0
1.0,569.9186838654749,928.0,464.0,233.6366994303319,685.0,343.7003006677684,72.0,273.0
3.0,699.7261448567957,288.0,844.0,117.87799434761699,825.0,1000.0,718.0,935.0
3.0,343.8066282859203,232.0,825.0,521.3143777800624,409.0,757.7647882474398,40.0,779.0
2.0,1000.0,245.0,510.0,0.0,619.0,0.0,264.0,243.0
0.0,977.4339974659104,162.0,314.0,168.56874779122404,330.0,0.0,287.0,336.0
0.0,754.9903422091962,901.0,764.0,0.0,702.0,109.29474527656694,195.0,445.0
0.0,166.29479315474396,842.0,844.0,0.0,503.0,0.0,737.0,560.0
2.0,733.2711388353304,780.0,158.0,266.82006427716846,705.0,136.20788717133783,762.0,925.0
2.0,25.757075328363563,411.0,891.0,1000.0,801.0,1000.0,746.0,956.0
0.0,282.56174294522367,29.0,785.0,7.0,320.0,65.15266388876856,326.0,798.0
2.0,242.0205781597498,820.0,7.0,831.4057482168826,693.0,723.5087395283324,964.0,582.0
1.0,301.49742625572514,1000.0,307.0,942.0,343.0,756.8986153907937,684.0,955.0
2.0,418.4736774590996,633.0,197.0,329.75487625467434,977.0,932.8899462921985,527.0,224.0
