2.0,945.0,852.0,218.24466951606286,0.0,708.0,425.0,669.0,38.0,238.0
1.0,413.0,689.0,668.9860935989601,551.027212426479,688.0,998.0,939.0,730.0,793.0
1.0,616.0,196.0,163.0,1000.0,484.0,935.0,930.0,32.0,761.0
1.0,419.0,347.0,0.0,255.0812022181306,683.0,474.0,530.0,993.0,792.0
2.0,590.0,968.0,158.21926560157078,796.7126055098661,449.0,186.0,691.0,636.0,800.0
1.0,282.0,523.0,15.059984210807537,0.0,629.0,690.0,672.0,763.0,424.0
0.0,930.0,601.0,859.2070808962959,0.0,682.0,519.0,872.0,630.0,791.0
2.0,171.0,276.0,704.6525410408105,819.2993178369345,852.0,272.0,647.0,473.0,448.0
1.0,901.0,471.0,448.8753036677566,773.2873750364375,326.0,259.0,733.0,388.0,39.0
1.0,667.0,62.0,588.6594687103895,0.0,755.0,89.0,388.0,889.0,764.0
0.0,148.0,63.0,3.3804808444658927,468.1694846166501,817.0,139.0,859.0,422.0,696.0
1.0,440.0,335.0,0.0,67.92763112392002,176.0,663.0,289.0,709.0,634.0
1.0,108.0,195.0,18.97898414308373,0.0,742.0,722.0,427.0,568.0,744.0
3.0,737.0,924.0,1000.0,1000.0,841.0,307.0,918.0,283.0,733.0
2.0,25.0,226.0,1000.0,297.2954680488681,824.0,125.0,248.0,624.0,209.0
2.0,923.0,86.0,884.2887454213668,155.5591001295548,1.0,840.0,556.0,77.0,169.0
1.0,142.0,170.0,416.0608386952725,82.5711163937934,231.0,686.0,531.0,391.0,571.0
0.0,462.0,861.0,955.0,898.7619521040014,318.0,979.0,158.0,75.0,568.0
3.0,637.0,583.0,214.83119090183897,646.7555895345639,423.0,956.0,951.0,527.0,876.0
1.0,841.0,436.0,256.0858661401256,1000.0,793.0,763.0,333.0,100.0,467.0
0.0,791.0,41.0,229.72817175144868,594.8501501604808,855.0,826.0,378.0,926.0,819.0
0.0,466.0,852.0,800.2849271100498,0.0,776.0,902.0,613.0,298.0,700.0
0.0,548.0,502.0,890.3841291780055,0.0,703.0,632.0,293.0,423.0,243.0
2.0,197.0,751.0,0.0,0.0,91.0,469.0,90.0,502.0,275.0
0.0,789.0,848.0,135.44802144156154,0.0,173.0,805.0,28.0,446.0,98.0
3.0,90.0,880.0,19.17730839286245,634.5245955750975,61.0,54.0,618.0,544.0,879.0
1.0,885.0,434.0,100.0,194.7495081257479,619.0,204.0,618.0,569.0,191.0
0.0,59.0,671.0,270.3447409095804,584.2661556666293,851.0,891.0,452.0,581.0,902.0
1.0,762.0,817.0,91.0,0.0,935.0,12.0,971.0,433.0,488.0
3.0,736.0,4.0,830.0,581.5231343137852,306.0,919.0,141.0,376.0,53.0
2.0,347.0,54.0,1000.0,520.9808724603673,165.0,386.0,229.0,991.0,395.0
3.0,637.0,370.0,1000.0,960.3161754732697,438.0,561.0,830.0,433.0,620.0
2.0,227.0,4.0,1000.0,417.3473662531673,927.0,554.0,469.0,205.0,217.0
2.0,816.0,20.0,0.0,1000.0,146.0,287.0,924.0,202.0,74.0
0.0,744.0,63.0,287.0,0.0,848.0,862.0,375.0,453.0,487.0
3.0,278.0,826.0,768.5962836496886,407.2246688112203,316.0,876.0,925.0,297.0,909.0
2.0,198.0,364.0,961.6639197089565,217.30516960433357,106.0,539.0,886.0,5.0,227.0
1.0,545.0,135.0,862.3157059823033,558.9452805843415,810.0,250.0,742.0,720.0,277.0
1.0,768.0,123.0,680.0,0.0,78.0,172.0,113.0,889.0,164.0
2.0,405.0,197.0,886.2285908533702,0.0,303.0,459.0,786.0,710.0,299.0
1.0,677.0,135.0,861.0908078833273,392.60673549854215,368.0,133.0,510.0,504.0,593.0
2.0,480.0,330.0,946.0,0.0,192.0,849.0,160.0,737.0,967.0
3.0,992.0,519.0,702.1662935126045,919.10617569116,177.0,232.0,975.0,295.0,636.0
0.0,45.0,72.0,0.0,251.7055185611407,964.0,25.0,712.0,982.0,390.0
3.0,491.0,584.0,707.0,0.0,621.0,743.0,292.0,727.0,3.0
3.0,161.0,952.0,645.6702162905555,1000.0,962.0,465.0,102.0,102.0,852.0
0.0,77.0,975.0,159.0,1000.0,742.0,300.0,83.0,404.0,970.0
2.0,292.0,527.0,539.2549978927857,104.33258342634434,290.0,212.0,226.0,798.0,860.0
3.0,3.0,72.0,875.2015592777478,309.68687733716666,202.0,793.0,821.0,207.0,590.0
1.0,114.0,995.0,182.0,158.4455719933085,716.0,467.0,773.0,843.0,926.0
0.0,111.0,624.0,236.0,0.0,940.0,397.0,448.0,704.0,61.0
3.0,977.0,545.0,1000.0,669.4222479952477,865.0,956.0,830.0,79.0,782.0
0.0,808.0,884.0,495.180828876011,0.0,409.0,334.0,826.0,375.0,838.0
2.0,799.0,523.0,575.1497349177465,961.1793026193941,681.0,43.0,984.0,120.0,129.0
2.0,549.0,576.0,666.0,595.4599805603335,678.0,20.0,940.0,238.0,228.0
0.0,909.0,850.0,0.0,0.0,299.0,88.0,182.0,361.0,250.0
2.0,434.0,396.0,900.7294654653375,932.7729005741093,448.0,615.0,238.0,495.0,357.0
0.0,222.0,529.0,0.0,142.44120942154734,365.0,676.0,968.0,809.0,609.0
3.0,314.0,830.0,564.0358609922497,1000.0,797.0,900.0,701.0,792.0,439.0
0.0,954.0,717.0,565.139661533713,41.49225421215389,225.0,250.0,520.0,356.0,659.0
0.0,408.0,584.0,213.77243270558733,303.95867285776313,667.0,906.0,388.0,424.0,132.0
2.0,987.0,204.0,0.0,199.36046909181445,430.0,582.0,305.0,347.0,428.0
2.0,39.0,970.0,839.7211790676084,609.0623237011109,115.0,645.0,245.0,441.0,755.0
2.0,484.0,785.0,480.9645937519025,1000.0,610.0,505.0,905.0,965.0,289.0
1.0,225.0,222.0,259.0,1000.0,50.0,209.0,790.0,908.0,893.0
3.0,512.0,81.0,796.1988163564175,618.7050086460404,155.0,863.0,812.0,848.0,367.0
0.0,63.0,331.0,491.0,0.0,892.0,650.0,684.0,435.0,856.0
3.0,154.0,911.0,283.9973001901693,252.44362238679298,367.0,678.0,888.0,215.0,73.0
2.0,346.0,446.0,405.77831112882194,408.76269180714974,35.0,969.0,890.0,594.0,548.0
0.0,136.0,774.0,0.0,64.22830953465923,677.0,620.0,197.0,73.0,857.0
1.0,353.0,608.0,714.9405859174756,60.36116225644913,671.0,995.0,397.0,816.0,728.0
1.0,583.0,984.0,105.118780217014,0.0,281.0,703.0,715.0,131.0,226.0
2.0,281.0,931.0,1000.0,408.00235584658645,433.0,213.0,873.0,192.0,935.0
2.0,93.0,913.0,145.61053198069578,46.37445897517633,512.0,270.0,241.0,650.0,139.0
3.0,118.0,407.0,1000.0,661.8682551925903,838.0,282.0,786.0,161.0,870.0
0.0,223.0,860.0,0.0,596.3119250916553,71.0,891.0,692.0,81.0,45.0
2.0,552.0,261.0,386.6280548736155,0.0,177.0,988.0,269.0,76.0,600.0
3.0,400.0,562.0,932.4202534970862,0.0,218.0,655.0,546.0,186.0,279.0
3.0,981.0,758.0,1000.0,136.65273212018872,581.0,196.0,755.0,736.0,247.0
0.0,851.0,600.0,364.0076750331639,190.7537775089347,907.0,486.0,347.0,587.0,113.0
0.0,41.0,573.0,306.1196538478325,187.10012667665328,776.0,272.0,57.0,99.0,880.0
1.0,997.0,341.0,0.0,0.0,370.0,400.0,311.0,444.0,632.0
0.0,198.0,61.0,263.10290711676333,510.02573868885537,860.0,985.0,671.0,465.0,520.0
2.0,633.0,858.0,792.35084733864,163.0691177482745,236.0,721.0,384.0,78.0,446.0
1.0,612.0,692.0,59.0,0.0,859.0,475.0,267.0,238.0,35.0
1.0,547.0,215.0,840.6521077405554,145.05256049628628,782.0,873.0,752.0,638.0,655.0
1.0,867.0,376.0,310.4300798966356,25.48742358890756,421.0,563.0,457.0,882.0,504.0
3.0,756.0,881.0,284.0465706178335,152.69532162965027,967.0,734.0,596.0,26.0,194.0
1.0,107.0,759.0,414.0,632.5550465487491,235.0,507.0,449.0,460.0,803.0
0.0,224.0,203.0,0.0,1000.0,34.0,698.0,823.0,855.0,241.0
2.0,489.0,824.0,679.1642652873309,426.3598873055203,232.0,440.0,130.0,604.0,591.0
0.0,5.0,689.0,919.0,0.0,482.0,542.0,4.0,466.0,604.0
3.0,48.0,351.0,1000.0,362.9950672074982,775.0,521.0,461.0,660.0,959.0
3.0,155.0,455.0,338.10603162558954,148.7527995008051,191.0,945.0,260.0,812.0,632.0
0.0,413.0,977.0,136.0526405221596,626.7063723758786,209.0,123.0,140.0,519.0,188.0
1.0,938.0,489.0,1000.0,301.58164217715756,277.0,845.0,595.0,518.0,146.0
0.0,419.0,282.0,132.4516999111541,0.0,887.0,691.0,817.0,201.0,92.0
0.0,998.0,23.0,212.12942867432167,0.0,352.0,925.0,875.0,423.0,822.0
1.0,926.0,630.0,0.0,79.8880908628848,747.0,454.0,78.0,977.0,795.0
1.0,494.0,465.0,467.0,9.385064662147727,112.0,447.0,607.0,389.0,184.0
0.0,750.0,660.0,514.041041564082,162.34164603944012,855.0,305.0,447.0,503.0,774.0
2.0,320.0,60.0,577.0,667.6118678001161,569.0,511.0,686.0,507.0,749.0
0.0,68.0,458.0,0.0,280.69279257862735,424.0,129.0,266.0,907.0,945.0
3.0,510.0,116.0,1000.0,219.3244188263841,375.0,837.0,413.0,491.0,329.0
1.0,93.0,736.0,537.5209246004237,255.40562193612595,493.0,564.0,732.0,105.0,160.0
1.0,656.0,924.0,0.0,1000.0,474.0,23.0,929.0,688.0,577.0
0.0,277.0,622.0,153.94491586455135,114.03241435406647,803.0,200.0,491.0,192.0,894.0
0.0,321.0,732.0,226.63189983971606,325.59926945465327,793.0,282.0,689.0,409.0,624.0
0.0,476.0,776.0,1000.0,0.0,120.0,639.0,258.0,155.0,448.0
2.0,352.0,903.0,891.0,1000.0,894.0,804.0,325.0,784.0,760.0
0.0,228.0,729.0,92.05622745574041,812.3395744321077,728.0,944.0,256.0,319.0,725.0
3.0,397.0,417.0,288.0,1000.0,351.0,169.0,281.0,141.0,325.0
3.0,132.0,181.0,980.9077215195576,1000.0,744.0,780.0,69.0,898.0,529.0
1.0,424.0,451.0,803.0,513.9728284121755,738.0,646.0,893.0,486.0,755.0
2.0,193.0,175.0,991.9879715000574,516.3705620295191,671.0,48.0,15.0,929.0,510.0
2.0,167.0,194.0,0.0,0.0,541.0,77.0,422.0,907.0,251.0
3.0,473.0,595.0,567.8124027119394,0.0,194.0,712.0,491.0,55.0,330.0
2.0,236.0,88.0,275.0,568.2816284977739,357.0,937.0,510.0,865.0,106.0
1.0,952.0,741.0,1000.0,99.76577042325353,881.0,65.0,59.0,179.0,294.0
1.0,52.0,743.0,715.1410539142641,374.4721640357298,328.0,957.0,608.0,676.0,923.0
1.0,715.0,369.0,0.0,2.2522187729309113,236.0,387.0,531.0,91.0,665.0
2.0,744.0,416.0,727.0,109.0008184373568,732.0,180.0,440.0,135.0,391.0
3.0,219.0,400.0,722.2417077730117,790.1973541958355,952.0,926.0,145.0,595.0,674.0
2.0,386.0,640.0,289.0,0.0,81.0,356.0,381.0,611.0,309.0
