0.0,307.0,573.7762291019278,0.0,316.83288874049333,343.0,0.0
0.0,666.0,0.0,0.0,0.0,59.0,362.3680424167432
4.0,523.0,476.2803220334409,435.47984180608717,1000.0,741.0,367.5508302563934
4.0,279.0,818.5810110552244,751.386642712186,1000.0,98.0,790.4621520819536
0.0,621.0,443.87919607732505,0.0,0.0,297.0,416.3635651446188
4.0,599.0,690.0486545721753,1000.0,788.9517970745263,711.0,1000.0
1.0,423.0,289.71289760390863,17.07966509243306,325.8749927733886,18.0,130.5910151948238
4.0,367.0,596.231415971182,703.6397086331441,730.6254006652813,899.0,235.1932495561523
2.0,598.0,637.1436769480833,568.6418385164031,39.94099833754379,491.0,555.405478168054
1.0,532.0,0.0,0.0,255.29724027848192,442.0,796.7597593091389
0.0,671.0,0.0,366.11903807827593,89.472701778156,215.0,386.0511095729277
2.0,961.0,0.0,0.0,1000.0,761.0,750.8517261899432
3.0,266.0,764.5315454595528,0.0,1000.0,330.0,300.3303478346393
1.0,402.0,0.0,117.46763291749052,318.0933065123954,928.0,589.860178490976
3.0,397.0,379.1339716005433,367.7134134047773,775.961991861703,996.0,877.0025316625511
3.0,508.0,766.2014806134753,492.0326979321881,355.72007521822127,941.0,1000.0
0.0,874.0,494.6277353447168,0.0,518.0032070897458,960.0,463.95947233874296
1.0,110.0,267.9675411002561,0.0,145.3698529872872,570.0,701.1066593707865
3.0,590.0,512.9201860516276,826.7318627569286,389.8297961725987,104.0,851.179212711081
2.0,243.0,3.0750825411504192,136.3570202821252,0.0,801.0,507.31640530854725
0.0,94.0,0.0,0.0,250.44413779577994,687.0,178.9578400319324
0.0,410.0,0.0,176.9610867069528,178.16271021842044,769.0,0.0
3.0,493.0,497.23580278946497,299.8733125068085,570.6158375098292,15.0,918.6248187903169
1.0,32.0,0.0,0.0,895.3940661771461,246.0,251.78852754809085
0.0,972.0,0.0,0.0,271.5980066713038,697.0,728.5389449358117
0.0,851.0,0.0,0.0,593.0574645375376,825.0,402.65633759757236
0.0,173.0,334.1476213485264,0.0,594.6266223043443,304.0,78.58727125460108
1.0,568.0,605.3042450000916,0.0,265.10221903919035,432.0,629.8266368178806
3.0,520.0,70.09093080708615,0.0,349.3297690239118,425.0,1000.0
0.0,144.0,0.0,542.7329068465604,1000.0,684.0,0.0
1.0,30.0,508.55596282609395,172.22157635184752,176.9346909990008,256.0,125.83848223625623
4.0,343.0,302.0420913930551,230.70445995026742,706.1872904614361,471.0,999.7191817577847
2.0,93.0,239.224768753091,406.7118039111735,796.52198023828,845.0,315.5723583151691
0.0,289.0,130.6233759023598,327.3545567140591,177.54149271333839,363.0,0.0
0.0,509.0,0.0,459.1052934998335,0.0,151.0,0.0
1.0,259.0,445.5284670534138,310.57206559952965,616.1969166014653,388.0,471.67816299376636
3.0,678.0,366.83467927557086,687.5315056048379,757.8975283513493,949.0,847.8292473674506
3.0,512.0,637.8817752288207,699.2526929717803,667.0241166150523,7.0,404.05484562180067
0.0,854.0,389.7982598985451,0.0,0.0,852.0,572.8510291812519
0.0,431.0,0.0,0.0,0.0,489.0,602.85030235963
