1,756,280,78,504,621,210
1,781,572,33,640,558,931
0,277,783,798,228,794,11
1,781,808,970,488,209,347
2,247,572,368,110,943,721
0,939,803,627,702,675,298
1,742,977,720,91,868,323
0,753,161,770,190,438,835
2,144,93,818,961,803,513
1,418,831,561,425,543,130
0,462,217,65,689,117,195
1,145,811,657,232,129,420
2,481,865,162,856,813,378
1,313,212,810,59,796,573
2,952,60,627,29,378,901
2,149,363,813,200,279,8
0,608,752,307,813,1,576
1,645,680,813,64,483,284
1,721,67,456,654,477,191
0,27,361,918,991,865,435
1,75,648,622,82,5,330
0,852,378,18,344,59,294
2,62,459,709,228,463,531
0,164,373,80,302,896,771
1,576,536,93,512,935,302
1,298,376,915,480,982,973
2,609,311,864,863,292,407
2,76,598,587,219,677,24
2,954,786,877,149,940,994
1,312,724,138,346,577,58
2,504,82,951,892,759,300
0,561,713,275,593,538,561
2,314,834,486,961,438,661
1,366,342,843,778,447,443
0,766,28,708,546,670,804
0,84,487,385,543,456,134
2,537,856,362,67,848,763
2,468,110,879,180,839,844
1,776,523,574,52,9,670
1,334,40,644,149,229,754
2,452,793,878,504,823,811
2,770,116,745,158,480,477
2,975,790,947,809,447,243
0,756,605,978,354,982,399
0,776,946,344,811,140,705
2,93,444,10,359,818,811
1,421,999,276,430,490,132
2,230,259,385,590,715,31
1,46,83,329,215,607,952
1,453,885,629,684,512,271
1,244,421,49,678,192,980
1,894,587,743,481,222,769
2,421,396,658,970,329,547
2,501,420,340,542,729,773
0,567,898,836,870,345,803
1,482,112,903,596,493,258
0,962,379,361,711,888,172
1,505,754,831,967,111,816
1,422,399,900,226,721,740
2,404,626,775,995,141,352
2,3,78,661,58,265,125
0,354,390,353,136,209,881
2,574,147,419,839,630,952
1,329,266,154,645,768,317
0,116,616,805,399,536,287
1,212,94,872,912,635,578
2,925,297,200,93,102,408
1,361,691,219,920,574,318
0,980,418,160,830,568,506
0,837,103,35,507,76,136
1,865,759,780,2,140,561
2,94,848,920,984,98,241
2,834,689,115,713,641,463
0,583,52,401,4,753,480
2,725,471,163,797,217,540
2,199,708,303,223,158,593
1,26,704,962,888,741,366
0,861,745,231,65,640,558
2,491,874,969,955,928,570
1,332,543,247,821,736,892
1,83,900,465,605,163,246
1,229,960,428,978,687,394
0,820,509,451,423,860,106
2,74,225,167,963,931,920
1,505,659,973,273,180,371
2,406,682,745,981,25,389
1,175,715,172,716,567,367
1,958,460,20,764,211,378
1,7,425,594,960,185,575
0,690,916,655,988,309,949
2,827,827,412,813,988,938
0,747,55,177,575,879,561
0,417,319,61,21,725,540
2,751,809,465,980,620,486
1,888,586,553,905,794,570
0,146,980,316,1,495,336
1,454,705,443,423,835,848
2,124,330,791,465,496,227
1,345,968,414,409,979,569
0,814,929,453,729,891,514
2,933,130,25,638,456,83
1,511,629,942,119,631,136
2,946,603,554,6,265,445
1,125,88,857,500,632,24
0,793,84,4,142,961,445
2,750,376,61,616,779,972
2,585,173,942,611,723,427
0,766,100,844,615,72,719
0,130,24,81,303,307,982
0,91,527,660,617,303,653
1,250,801,929,191,568,241
0,243,886,175,930,649,450
2,457,708,681,351,155,792
2,443,511,92,889,490,164
2,68,852,48,578,558,209
1,779,194,437,968,580,56
2,305,23,943,99,514,400
1,181,926,489,79,597,612
0,934,729,234,997,432,529
1,260,843,631,212,837,180
2,547,12,854,445,695,454
2,190,796,903,547,623,105
0,83,58,511,530,786,851
0,706,889,785,793,725,69
2,256,483,773,293,567,509
0,665,311,527,835,954,61
2,389,561,305,275,166,498
1,953,907,784,634,188,16
0,39,367,701,340,863,19
0,465,90,836,980,969,663
2,809,889,445,881,353,577
2,368,136,695,276,477,707
2,779,852,891,666,70,447
2,939,861,844,784,665,796
2,632,902,2,833,235,235
2,957,521,691,391,700,718
2,713,808,872,859,351,471
1,243,275,335,198,991,60
1,340,435,509,428,347,146
2,156,228,6,136,859,851
2,121,687,265,162,310,459
2,173,916,658,907,806,764
2,364,939,750,393,399,200
2,582,72,588,502,70,822
1,690,748,378,844,361,259
1,381,242,850,462,155,933
2,830,714,231,393,647,726
0,492,237,155,259,271,13
0,223,242,81,910,598,817
2,921,51,683,702,762,953
0,812,889,540,375,478,152
1,61,945,127,193,91,755
1,142,594,865,704,837,19
1,42,960,166,987,347,440
1,151,582,994,615,86,12
2,849,488,121,440,96,62
2,690,385,657,125,987,162
2,744,914,225,141,450,257
2,789,817,277,73,74,422
2,17,447,434,437,407,845
2,167,790,321,800,909,984
2,723,69,461,835,408,72
2,982,586,373,669,340,317
0,480,282,318,382,308,831
1,170,942,482,602,365,246
2,742,298,418,682,765,600
2,274,919,837,361,178,281
0,363,603,943,800,999,778
2,330,328,12,89,87,537
2,690,349,769,606,983,719
1,783,976,520,963,824,730
0,673,258,135,532,643,665
2,605,982,711,792,36,744
0,831,295,635,281,587,323
2,657,418,160,467,45,176
1,711,403,456,444,198,44
1,392,73,703,997,497,176
1,182,640,509,68,781,922
2,85,876,41,872,649,709
1,606,383,539,681,750,583
0,634,747,451,656,859,441
2,359,758,247,344,161,115
2,909,301,321,607,778,114
2,977,970,956,593,430,947
0,318,796,28,179,968,79
2,479,519,204,279,97,308
2,246,806,867,9,404,846
1,18,392,915,249,499,291
0,601,538,884,273,499,130
2,696,135,419,247,864,173
1,199,492,326,964,434,309
2,664,204,89,468,651,805
0,806,2,642,395,909,80
1,701,436,711,690,375,608
0,25,723,489,326,376,896
1,216,513,116,884,283,807
2,798,756,271,988,606,447
0,629,120,589,709,854,814
0,244,592,101,678,325,842
1,854,809,198,125,589,616
0,140,5,613,467,587,109
0,936,549,789,141,11,799
0,688,977,748,949,696,448
0,766,648,580,617,556,526
2,902,187,360,659,846,569
0,346,179,240,482,518,9
2,731,684,323,222,830,801
1,657,170,337,770,673,902
0,678,256,404,551,514,404
0,415,274,762,344,859,986
2,87,39,837,843,898,231
1,661,47,506,133,939,156
0,144,167,648,198,610,100
2,779,373,142,176,691,717
2,745,251,991,2,425,96
0,975,890,455,554,306,348
2,506,564,465,901,716,562
1,559,635,138,821,699,321
1,965,347,456,392,42,594
0,461,65,433,291,144,165
2,663,464,791,679,214,84
2,417,468,417,194,451,458
2,543,117,295,11,536,444
2,182,275,285,586,310,483
0,241,382,117,88,736,654
2,117,468,309,141,343,224
1,802,876,654,360,696,259
2,343,829,915,804,979,258
2,577,823,855,697,870,360
2,207,747,357,250,460,643
1,621,118,842,286,747,615
2,412,496,987,690,602,418
2,613,472,819,781,487,237
0,611,985,473,40,19,115
2,638,257,360,847,357,451
0,754,281,899,7,715,415
0,265,983,327,160,97,79
2,499,14,291,860,630,732
1,684,590,956,768,123,552
2,749,710,70,734,944,535
1,538,78,745,593,509,656
1,932,577,720,897,264,270
0,143,968,119,631,235,166
0,82,13,728,440,371,301
2,806,128,860,457,910,315
1,272,654,168,395,709,142
0,505,564,853,369,16,46
0,835,290,1000,79,906,381
0,244,19,259,585,23,415
1,359,956,38,171,337,14
1,678,734,760,893,475,570
2,882,904,908,231,43,793
0,500,64,955,235,719,984
2,581,181,766,171,613,748
0,563,534,736,888,822,551
1,170,603,400,558,361,808
0,833,817,306,519,132,158
0,83,700,162,105,983,918
2,814,582,323,623,856,883
1,473,824,493,434,837,350
0,865,818,885,513,697,551
2,683,187,212,314,871,221
1,136,855,930,662,656,778
2,995,419,112,718,469,381
1,544,706,463,484,169,501
1,292,666,612,661,368,720
1,282,546,226,3,149,397
2,287,200,786,78,179,258
1,587,627,284,58,970,260
1,17,136,686,864,312,919
0,25,362,697,752,401,590
0,993,153,965,121,676,553
1,43,769,347,94,847,79
2,945,697,172,962,353,264
1,33,538,788,261,958,431
2,841,246,26,694,742,222
1,849,381,840,85,93,839
1,348,659,769,251,210,440
0,314,889,289,28,606,192
1,644,747,867,240,731,919
1,714,948,689,426,81,646
0,736,340,917,520,825,84
1,291,385,381,927,348,340
2,781,520,677,831,272,511
0,103,713,514,185,837,568
1,524,736,866,995,813,386
1,328,825,723,345,323,463
2,949,438,55,780,55,892
0,294,13,402,555,94,912
2,572,551,632,495,54,703
0,400,754,430,394,157,734
1,455,179,75,379,597,841
0,921,591,219,790,803,363
2,932,976,124,535,867,73
1,549,46,821,99,54,658
0,255,404,158,221,968,389
2,419,525,926,328,407,868
2,175,136,191,621,198,996
0,63,254,556,840,281,452
0,786,694,980,657,692,151
1,711,831,260,874,129,490
0,360,746,21,367,667,710
2,143,326,177,17,221,159
2,528,278,947,410,517,518
1,195,832,937,229,201,311
2,282,960,291,454,776,791
2,805,164,766,941,954,550
2,473,701,728,544,824,295
0,536,900,822,515,200,682
1,230,898,635,624,102,307
2,823,287,466,926,168,313
2,357,343,902,788,738,884
2,171,736,646,183,324,999
2,963,141,949,12,434,82
2,118,746,280,739,37,989
2,801,736,115,832,271,945
1,78,118,365,960,94,962
0,508,908,463,719,415,927
0,338,13,946,471,623,189
1,423,934,972,581,615,671
0,838,459,523,848,10,81
2,837,887,631,484,164,938
2,908,55,152,250,500,459
2,517,793,212,23,237,629
2,470,22,300,91,787,490
2,753,495,41,109,993,439
1,169,204,470,991,65,480
2,304,77,3,203,760,13
2,994,793,785,121,561,705
2,483,611,925,949,358,112
2,565,919,315,665,412,25
0,479,317,285,119,61,540
1,660,718,493,265,791,649
0,726,441,572,578,221,621
0,246,504,246,311,471,487
2,757,652,405,635,311,511
2,683,288,534,501,75,812
2,603,510,90,887,498,468
0,823,905,967,115,350,342
1,321,636,777,611,276,914
2,896,668,38,381,316,218
1,648,33,541,930,878,13
2,129,977,829,71,253,110
0,657,741,282,217,470,159
0,738,648,475,82,47,249
2,809,143,190,403,369,59
2,952,329,281,162,514,603
1,286,567,994,399,215,300
0,591,614,66,380,114,211
2,438,190,506,367,60,645
2,94,30,451,781,967,612
2,853,330,218,887,334,645
2,192,489,229,808,475,540
0,489,55,715,360,919,752
2,400,378,901,999,56,31
0,312,50,803,774,30,372
1,757,84,449,395,279,441
2,261,389,320,855,5,658
1,814,301,62,200,867,963
1,339,56,562,826,721,484
2,443,597,279,699,337,346
2,942,570,54,298,865,512
2,905,429,883,222,200,0
0,817,135,813,356,87,622
2,398,556,170,153,551,538
1,944,635,64,0,250,231
0,830,213,700,319,346,562
2,815,181,640,581,343,997
1,14,161,281,604,589,501
0,536,677,601,555,955,112
1,586,184,48,254,419,103
2,751,378,539,551,664,322
0,756,176,449,714,142,481
2,480,480,377,851,157,319
2,556,370,706,503,823,810
0,468,276,978,431,599,960
0,936,415,442,96,915,992
2,105,265,234,464,242,239
1,876,514,921,516,604,72
2,443,958,377,35,24,226
1,122,160,851,794,233,161
2,556,713,333,6,742,621
2,963,900,138,836,267,381
1,278,777,918,681,554,540
0,276,440,908,233,423,387
1,643,389,167,300,663,237
1,673,332,159,674,943,548
2,109,597,341,167,952,371
0,215,344,263,824,913,21
0,290,477,811,747,566,912
2,898,401,330,484,635,698
2,354,860,920,352,350,351
2,960,735,339,172,892,538
2,414,867,287,300,568,66
2,873,194,212,382,566,132
2,56,332,251,565,743,110
1,318,678,828,278,387,165
1,717,444,260,31,513,79
2,420,642,139,129,864,556
2,518,449,778,649,673,78
2,732,776,653,953,375,848
0,404,95,883,662,55,644
0,83,525,468,789,554,828
2,904,342,239,853,742,334
2,391,365,291,643,130,570
