0,684,733,436
0,476,678,253
2,162,119,71
1,415,134,980
1,130,360,837
1,46,659,400
1,983,756,544
0,791,267,603
0,898,849,45
0,737,678,70
2,324,931,111
1,211,700,83
0,37,496,442
0,931,644,66
1,0,951,266
1,797,316,284
3,93,629,534
2,712,555,941
0,805,534,464
1,95,835,597
2,518,713,520
1,279,224,600
0,77,511,72
0,675,385,240
3,589,81,895
2,662,128,737
2,78,258,509
1,975,246,231
3,46,661,580
2,900,662,438
0,475,475,684
0,779,817,188
3,257,360,476
3,125,641,814
2,20,415,748
2,451,883,730
0,723,785,551
1,255,310,252
2,570,170,604
3,316,55,5
3,804,29,889
1,855,178,901
2,952,37,525
0,431,401,849
3,62,910,359
3,697,781,880
0,285,486,649
2,699,116,724
0,893,593,429
2,574,903,538
1,684,849,447
1,361,653,351
2,701,628,566
0,646,502,130
1,392,836,149
3,374,184,423
0,783,50,62
1,603,884,150
2,317,232,193
1,639,31,157
3,46,577,229
0,40,652,249
1,727,14,601
3,696,366,283
0,919,691,821
0,854,320,637
3,804,929,273
2,786,963,151
0,627,689,103
3,895,749,193
0,155,623,650
3,3,976,649
2,763,527,144
2,229,110,419
3,770,834,336
3,332,970,208
3,195,407,884
0,70,953,805
3,65,202,246
0,358,846,944
1,41,747,137
0,196,33,490
2,186,816,448
0,529,354,491
2,790,721,743
2,658,500,981
2,196,712,45
1,530,453,836
3,368,720,816
1,615,768,71
1,924,594,87
2,420,566,986
2,795,138,401
0,523,801,205
3,310,199,918
1,169,205,606
2,564,552,892
3,765,548,461
3,779,154,173
3,940,129,21
0,549,679,737
3,829,824,378
3,567,977,898
2,177,756,180
1,168,495,859
2,346,469,409
3,10,914,653
1,562,549,376
0,174,14,461
3,422,678,302
3,791,226,638
2,494,134,126
1,888,356,988
2,425,475,258
0,834,430,61
0,173,437,597
0,538,47,251
3,917,317,38
0,15,205,56
0,488,988,825
1,705,392,673
2,478,304,589
1,911,180,932
0,913,684,346
0,275,685,604
1,738,416,927
0,457,505,56
1,205,448,927
2,888,586,129
1,700,39,986
1,969,558,987
0,12,522,218
2,126,870,111
1,204,500,32
2,712,11,878
0,553,878,898
2,399,527,373
1,932,921,0
2,446,782,209
2,955,844,871
2,203,930,616
1,601,195,409
0,536,565,215
2,624,843,824
3,4,915,147
1,825,670,311
2,891,182,422
3,291,218,161
0,305,141,342
2,368,861,354
3,749,430,849
1,621,744,66
1,147,580,989
3,232,717,982
2,317,425,930
2,618,872,218
1,889,531,207
1,102,531,431
3,514,478,20
0,882,614,270
1,101,659,600
1,163,646,625
3,646,952,444
1,479,443,36
2,996,860,236
1,159,453,235
3,550,450,943
3,544,808,151
1,311,891,600
3,732,194,908
1,667,958,865
3,495,520,800
1,301,941,580
0,515,855,263
3,982,404,504
0,493,376,142
0,6,508,604
3,975,558,518
2,455,316,251
1,204,52,475
3,283,622,422
3,56,347,422
0,848,915,228
1,563,953,582
0,438,802,485
2,529,287,910
1,847,945,961
1,512,352,741
2,93,461,959
0,457,570,74
2,260,231,567
3,923,499,83
0,371,488,241
3,896,454,808
2,66,876,263
3,819,412,587
1,630,941,279
0,517,738,258
2,675,526,674
2,186,402,561
3,127,432,371
1,606,828,414
3,354,785,646
0,580,300,745
1,432,142,809
3,602,414,287
0,380,172,505
2,410,237,336
2,818,273,75
0,115,260,55
0,487,998,101
1,515,712,801
1,963,159,538
1,220,871,753
3,264,405,644
2,389,370,37
3,500,188,548
2,924,719,761
0,171,747,1000
3,278,694,222
3,895,7,47
0,831,752,854
1,884,100,561
0,708,141,220
2,425,951,56
0,748,542,428
0,992,273,884
2,899,334,851
3,576,65,807
2,501,757,223
1,543,275,951
1,647,656,11
3,797,712,309
1,772,422,876
3,713,543,739
3,132,955,393
1,181,160,743
1,704,371,787
2,947,36,452
3,46,708,394
0,642,478,872
3,23,480,299
3,696,682,403
3,167,48,887
0,868,300,73
3,81,173,830
2,258,573,315
1,848,242,968
2,698,126,509
0,479,194,150
0,300,75,628
3,321,631,81
0,558,202,830
2,425,462,28
0,196,870,792
2,642,994,388
0,445,419,713
1,619,895,158
3,727,187,809
0,414,965,262
2,831,224,166
3,365,94,206
0,495,200,400
3,740,206,816
0,105,293,238
3,608,438,280
0,500,698,866
1,34,970,791
0,678,832,694
1,638,885,362
1,33,461,390
2,847,173,222
2,844,36,702
3,301,339,827
3,121,580,682
1,100,823,123
2,995,62,804
1,416,537,750
1,625,650,657
0,681,181,966
3,90,855,404
3,562,994,732
2,766,498,444
2,907,462,855
0,29,179,118
1,76,282,394
0,818,960,338
3,975,605,519
3,362,609,567
3,445,428,970
2,363,321,355
2,616,116,581
2,678,596,976
2,82,947,951
3,118,138,294
1,273,749,481
2,306,433,78
1,313,311,619
3,495,74,258
3,116,126,562
2,915,595,817
2,516,373,222
2,758,85,186
1,372,78,129
0,817,46,736
0,727,488,516
1,364,554,338
1,290,966,87
2,414,558,608
3,311,445,775
0,365,335,901
0,758,787,529
0,937,542,296
3,402,728,551
1,452,843,481
0,189,213,649
1,151,149,338
1,269,816,298
3,443,151,481
1,189,986,810
0,274,674,735
1,911,647,949
2,267,594,868
0,88,493,218
2,921,992,633
2,999,938,680
0,153,701,734
0,74,551,958
1,535,541,723
3,581,574,779
2,524,251,106
1,340,800,443
1,736,595,130
2,538,588,499
3,753,261,512
0,197,105,357
1,264,61,439
1,708,873,215
0,852,401,340
2,623,3,513
0,559,435,184
2,0,624,426
3,293,939,665
2,702,248,681
3,917,764,598
0,872,750,550
2,576,630,326
2,635,442,832
1,832,911,743
2,18,572,792
1,33,653,393
1,782,795,972
0,468,577,203
2,306,5,591
2,511,19,629
1,270,215,491
2,660,995,4
2,102,449,510
3,587,260,764
0,208,102,174
3,421,90,895
2,769,984,754
2,679,837,725
0,42,330,562
2,774,254,792
2,795,283,511
3,248,763,415
1,967,840,736
0,481,468,502
2,153,685,937
2,641,837,740
2,341,469,232
1,383,392,801
0,79,103,8
0,473,164,346
2,150,84,343
0,259,291,67
2,545,753,249
0,677,122,453
0,896,710,910
3,223,663,755
3,958,292,748
0,436,941,176
2,471,558,145
