4.0,844.3735823383671,466.08716243045427,1000.0,1000.0,752.0,567.0,664.0,468.78116511204047,397.0
2.0,193.26758613635317,0.0,737.3206268394907,478.0849118954393,887.0,387.0,918.0,906.5186014496094,240.0
4.0,839.8090981384421,499.81185562525695,585.9993915037006,222.98032570010585,491.0,573.0,948.0,1000.0,814.0
4.0,1000.0,961.2041169045979,1000.0,1000.0,253.0,953.0,783.0,148.85423337153958,447.0
0.0,0.0,214.33497957992768,219.3163273257838,0.0,875.0,781.0,524.0,0.0,841.0
0.0,0.0,363.03737456794346,519.3872276941325,307.36801939678134,435.0,818.0,903.0,395.91393561241125,135.0
4.0,1000.0,786.8626457437573,1000.0,1000.0,701.0,154.0,303.0,0.0,842.0
3.0,465.11442367174305,558.3650330083615,700.7283666359527,594.3710964834156,905.0,187.0,134.0,333.6055794823747,535.0
0.0,710.9139058405793,0.0,134.57426312920927,338.1326426824241,593.0,831.0,128.0,2.0,439.0
4.0,670.7433390360549,240.72616972496198,1000.0,318.46493852668976,562.0,855.0,665.0,598.7260554466357,106.0
4.0,1000.0,846.2589027452022,1000.0,659.9316131239849,598.0,737.0,904.0,329.4870419576893,955.0
3.0,715.7629166398317,21.78973478834391,557.659456060996,605.3459881605949,433.0,100.0,7.0,525.0,484.0
2.0,742.6613377021639,631.8446231582112,573.7029038452647,714.4588328371763,993.0,571.0,896.0,155.0,589.0
2.0,584.1909448854578,264.14398740638563,519.9529503684294,109.79547659304326,368.0,924.0,925.0,645.7852864073396,139.0
2.0,913.844857801666,519.9966988138839,955.6619462096425,1000.0,508.0,853.0,226.0,610.8655318797493,875.0
1.0,311.642676083982,270.3509936360119,987.405830322729,424.7052083828744,627.0,337.0,438.0,509.0,486.0
2.0,166.72813302369138,714.3997619962921,309.15679564719454,280.67487776235095,904.0,368.0,721.0,819.2289559089548,627.0
1.0,721.2455018021668,330.77364371460556,863.7298025344513,555.8995237177314,911.0,916.0,634.0,564.8011635770318,436.0
1.0,0.0,256.0894453752921,326.7194504912596,0.0,883.0,475.0,539.0,0.0,37.0
3.0,118.4452984994325,309.78770063234174,47.14899815723534,524.2673042594561,218.0,899.0,66.0,1000.0,786.0
1.0,146.66897276602504,141.1242667255911,606.1149574725148,507.7863629180965,573.0,541.0,796.0,672.0,384.0
3.0,691.0359282992785,0.0,463.98900683794034,523.5788225769064,908.0,298.0,491.0,314.92222060241255,790.0
4.0,868.659154943633,679.61031015823,0.0,872.5551921937443,667.0,928.0,199.0,470.05481893776914,805.0
2.0,121.90281155259706,0.0,1000.0,1000.0,337.0,701.0,543.0,0.0,728.0
0.0,474.3491128844543,42.857672868403796,182.1749776541626,0.0,905.0,250.0,672.0,0.0,151.0
2.0,718.2408080228213,612.5642695509704,0.0,450.08596237019333,491.0,580.0,300.0,150.0405840625958,932.0
3.0,0.0,1000.0,740.9492454854683,974.2274244308966,186.0,845.0,746.0,382.0,901.0
0.0,748.40110536348,221.5768308962829,13.169658141421285,411.8361307974781,185.0,701.0,107.0,155.0,430.0
1.0,0.0,0.0,1000.0,364.6379246639067,104.0,565.0,90.0,628.8004392562599,692.0
