0.0,208.0,558.2695872197231,516.9164921977032,176.0,296.0
2.0,522.0,324.0,814.3897563286756,758.0,783.0
1.0,30.0,525.2961009801128,1000.0,176.0,943.0
1.0,846.0,0.0,830.0,543.0,238.0
1.0,195.0,757.9002903624381,788.7306882569889,619.0,45.0
2.0,960.0,237.0,897.3552561529577,199.0,168.0
0.0,620.0,49.36130983846906,28.37355588279397,698.0,955.0
1.0,527.0,140.6172612868286,521.7207515363832,606.0,11.0
0.0,293.0,246.5855292437083,774.7089050170454,972.0,510.0
1.0,369.0,704.3359062145925,424.53636173220724,831.0,394.0
1.0,540.0,1000.0,403.0,447.0,28.0
1.0,746.0,512.4326565599521,69.0,537.0,459.0
0.0,330.0,476.0,516.0,925.0,709.0
2.0,272.0,450.23535416037674,409.37511208404135,413.0,211.0
2.0,1000.0,793.331134269458,697.0,412.0,406.0
2.0,808.0,1000.0,357.471769482007,801.0,539.0
1.0,651.0,644.0,487.93270547681084,688.0,623.0
1.0,70.0,204.0,338.15361596580215,998.0,478.0
2.0,208.0,829.0,556.2393669214488,517.0,493.0
2.0,690.0,524.2825721548243,678.7236064363548,200.0,914.0
2.0,850.0,917.0,1000.0,845.0,167.0
2.0,615.0,387.0,934.017714829805,934.0,313.0
2.0,922.0,841.0,566.9344158873022,525.0,308.0
2.0,195.0,758.6649579851081,706.8821081680226,980.0,413.0
1.0,159.0,629.3234794936621,990.1676036420654,307.0,900.0
0.0,545.0,879.4419259351703,833.6332968454211,72.0,50.0
0.0,950.0,356.61426681418334,539.6280636801162,269.0,205.0
1.0,2.0,1000.0,382.0,968.0,391.0
0.0,78.0,43.71855931932955,577.5526689990057,13.0,339.0
2.0,390.0,341.99698988287605,121.77398497606671,329.0,525.0
0.0,775.0,0.0,545.2437265121157,322.0,944.0
2.0,228.0,949.249677274997,396.0,700.0,461.0
1.0,943.0,493.09411368348987,1000.0,188.0,592.0
1.0,265.0,1000.0,661.2065564095699,269.0,576.0
0.0,134.0,205.6595816028333,255.95166509772676,129.0,634.0
1.0,852.0,147.0,601.6779066639044,113.0,58.0
0.0,324.0,117.9150410253523,158.35906044011276,290.0,642.0
0.0,327.0,133.0,0.0,296.0,873.0
2.0,787.0,671.501306789002,542.0,71.0,366.0
1.0,149.0,17.100742706293214,736.6652580752983,691.0,327.0
0.0,728.0,618.1458697490888,91.298771659858,182.0,572.0
0.0,533.0,137.56112331993552,392.0921302398378,942.0,933.0
0.0,491.0,421.0,636.0,856.0,918.0
0.0,930.0,333.04756985844284,0.0,256.0,438.0
0.0,907.0,24.291797834615817,307.0651028764073,500.0,266.0
0.0,922.0,325.0,212.0,22.0,363.0
0.0,203.0,844.7495366854503,0.0,372.0,917.0
0.0,428.0,0.0,426.3959323288821,54.0,199.0
0.0,977.0,510.0,289.0,806.0,206.0
0.0,514.0,116.57015330241411,106.59419027062361,415.0,259.0
1.0,806.0,610.0,841.5410533469362,766.0,560.0
