3.0,640.0,370.0,553.0,579.0,1000.0,1000.0,1000.0,1000.0
2.0,537.0,178.0,791.0,856.0,66.18968136555343,0.0,1000.0,176.64368080080024
2.0,389.0,933.0,911.0,393.0,0.0,1000.0,694.0,0.0
3.0,148.0,693.0,930.0,480.0,152.24373342929093,82.02765629646939,778.0,714.2153435933551
3.0,270.0,972.0,918.0,534.0,271.71929692263103,19.64218680285303,596.1468855711895,517.6414811076278
2.0,737.0,578.0,305.0,21.0,0.0,1000.0,1000.0,0.0
1.0,369.0,366.0,346.0,495.0,821.2341605986752,1000.0,813.725156716098,437.48898994040974
1.0,550.0,818.0,90.0,593.0,0.0,0.0,587.0,510.7715502385551
3.0,318.0,566.0,488.0,255.0,872.5466987589401,545.9611404233264,927.0,789.1504323112604
2.0,248.0,190.0,39.0,509.0,541.515874137593,1000.0,1000.0,937.9639595112866
1.0,215.0,290.0,214.0,706.0,0.0,770.0,597.0,0.0
2.0,338.0,205.0,809.0,69.0,528.0086589470646,1000.0,1000.0,0.0
2.0,863.0,746.0,997.0,578.0,214.67287455741493,868.4377953059807,1000.0,956.9926830562305
2.0,499.0,685.0,541.0,968.0,0.0,1000.0,695.0,164.8199399156714
0.0,648.0,402.0,321.0,957.0,688.2626150001746,955.5499360209525,1000.0,249.30621319736542
0.0,559.0,270.0,191.0,632.0,311.4392176187814,529.3932283437024,104.0,1000.0
2.0,819.0,925.0,736.0,526.0,68.80850700776847,1000.0,0.0,0.0
1.0,255.0,427.0,444.0,926.0,0.0,689.1198204843104,1000.0,316.9826995489614
2.0,649.0,171.0,365.0,740.0,0.0,742.5007290213664,503.95134490944366,797.0
1.0,648.0,91.0,299.0,670.0,0.0,1000.0,0.0,343.0293994762003
2.0,371.0,161.0,356.0,233.0,1000.0,1000.0,774.2788680930705,0.0
3.0,448.0,792.0,107.0,415.0,884.1821604240363,58.90696429110573,0.0,775.3262636127834
0.0,658.0,2.0,32.0,95.0,82.31722760075722,717.0,0.0,0.0
3.0,36.0,58.0,91.0,623.0,1000.0,1000.0,432.0,1000.0
0.0,509.0,69.0,180.0,100.0,0.0,1000.0,16.803278518232894,0.0
0.0,857.0,944.0,743.0,103.0,959.8804188685439,993.0,0.0,603.9690266425447
1.0,64.0,181.0,231.0,684.0,656.1449386734467,498.6040874945024,378.773770005233,175.0
3.0,874.0,978.0,730.0,318.0,534.3340201505204,0.0,165.0,1000.0
1.0,113.0,109.0,590.0,225.0,910.8850895306749,326.0,1000.0,107.0
1.0,253.0,846.0,212.0,809.0,1000.0,60.29604566102507,444.0,420.573273617611
2.0,649.0,343.0,659.0,529.0,614.6202507610877,449.59331236778627,1000.0,493.48273233582483
3.0,933.0,176.0,338.0,710.0,832.1605275374222,0.0,0.0,0.0
1.0,857.0,184.0,686.0,175.0,1000.0,0.0,0.0,744.7772248762244
1.0,812.0,595.0,125.0,644.0,1000.0,1000.0,1000.0,0.0
1.0,179.0,90.0,904.0,228.0,1000.0,421.2165929504582,254.61519410027182,1000.0
2.0,141.0,737.0,603.0,902.0,0.0,0.0,0.0,0.0
1.0,343.0,668.0,207.0,959.0,0.0,16.45762179540314,1000.0,0.0
2.0,248.0,197.0,728.0,99.0,404.1907959898995,0.0,121.81777264237832,0.0
0.0,835.0,734.0,577.0,312.0,714.8088662941982,0.0,175.79647368136355,821.0
1.0,862.0,396.0,242.0,955.0,472.4962694276505,0.0,1000.0,0.0
2.0,432.0,949.0,760.0,170.0,193.7230135987702,868.4302755128218,871.2526336124134,0.0
2.0,632.0,466.0,399.0,348.0,86.81541110373512,0.0,1000.0,471.1850521852222
0.0,782.0,68.0,826.0,75.0,0.0,1000.0,0.0,237.5865226722121
0.0,641.0,914.0,228.0,8.0,0.0,265.0,0.0,949.0
3.0,521.0,202.0,675.0,562.0,914.9311427297883,428.8527350435583,1000.0,943.0808465132603
3.0,933.0,471.0,974.0,856.0,316.06022440465836,640.0619066147785,502.0293801018422,1000.0
2.0,79.0,589.0,486.0,585.0,1000.0,0.0,0.0,30.30231912618606
0.0,595.0,148.0,286.0,510.0,72.91954878258505,1000.0,1000.0,0.0
0.0,740.0,676.0,832.0,35.0,174.69007447951563,0.0,821.8886820068018,662.0
1.0,122.0,761.0,160.0,514.0,0.0,0.0,464.1423063123285,0.0
3.0,738.0,322.0,100.0,880.0,1000.0,789.9851522979966,1000.0,0.0
1.0,636.0,961.0,109.0,178.0,0.0,989.0016543327359,1000.0,498.5711720215453
3.0,319.0,67.0,725.0,123.0,0.0,870.0,750.0478150681216,851.0
3.0,493.0,772.0,565.0,505.0,0.0,959.0307943940821,453.0,707.0
