4.0,922.0,1000.0,648.0,889.0,286.0,41.0,291.0
0.0,145.0,59.33908481486282,89.0,228.0,9.0,932.0,995.0
4.0,425.0,43.947325397176726,120.0,868.0,459.0,741.0,36.0
0.0,855.0,95.15323778093399,154.0,948.0,357.0,295.0,287.0
1.0,666.0,598.6021688420032,53.0,24.0,481.0,795.0,195.0
3.0,207.0,980.9620314904845,366.0,357.0,859.0,128.0,952.0
3.0,418.0,0.0,13.0,310.0,872.0,723.0,179.0
1.0,740.0,87.54356957597258,395.0,620.0,196.0,390.0,357.0
3.0,488.0,557.1538737811509,289.0,725.0,424.0,291.0,391.0
4.0,878.0,0.0,938.0,395.0,656.0,394.0,92.0
4.0,113.0,1000.0,24.0,649.0,976.0,972.0,194.0
0.0,280.0,1000.0,2.0,400.0,223.0,410.0,105.0
3.0,371.0,1000.0,670.0,839.0,477.0,774.0,619.0
2.0,252.0,1000.0,164.0,755.0,983.0,839.0,948.0
2.0,733.0,965.034574531786,762.0,916.0,127.0,76.0,736.0
4.0,808.0,1000.0,829.0,179.0,629.0,530.0,46.0
0.0,642.0,0.0,458.0,965.0,876.0,45.0,377.0
2.0,190.0,0.0,768.0,356.0,725.0,953.0,937.0
1.0,217.0,1000.0,932.0,39.0,800.0,238.0,267.0
2.0,520.0,0.0,562.0,692.0,679.0,923.0,829.0
2.0,967.0,0.0,156.0,973.0,381.0,760.0,108.0
1.0,669.0,1000.0,571.0,839.0,980.0,148.0,139.0
2.0,77.0,120.9731644468073,490.0,459.0,544.0,960.0,679.0
1.0,833.0,1000.0,987.0,481.0,259.0,58.0,344.0
2.0,823.0,176.02103379324876,826.0,440.0,891.0,933.0,293.0
1.0,893.0,0.0,762.0,766.0,491.0,96.0,428.0
4.0,58.0,0.0,183.0,663.0,516.0,367.0,352.0
4.0,413.0,363.80745268103516,905.0,564.0,88.0,440.0,480.0
1.0,889.0,595.6027297989408,812.0,110.0,597.0,297.0,736.0
4.0,375.0,1000.0,637.0,251.0,779.0,56.0,555.0
0.0,790.0,972.8100686878882,380.0,710.0,310.0,287.0,727.0
0.0,823.0,0.0,428.0,432.0,201.0,55.0,920.0
4.0,619.0,1000.0,230.0,918.0,993.0,39.0,894.0
3.0,149.0,0.0,735.0,618.0,716.0,275.0,223.0
2.0,399.0,0.0,154.0,679.0,567.0,331.0,792.0
4.0,871.0,1000.0,223.0,426.0,251.0,867.0,191.0
4.0,399.0,1000.0,116.0,878.0,135.0,733.0,942.0
2.0,480.0,755.3811066346467,355.0,457.0,505.0,405.0,617.0
3.0,968.0,749.2759257217629,392.0,781.0,574.0,872.0,250.0
2.0,342.0,0.0,92.0,575.0,564.0,574.0,549.0
0.0,550.0,0.0,731.0,957.0,162.0,792.0,659.0
2.0,698.0,139.89811166940765,262.0,937.0,874.0,127.0,489.0
4.0,937.0,0.0,685.0,39.0,25.0,287.0,492.0
2.0,521.0,534.5928150664714,147.0,390.0,204.0,688.0,907.0
3.0,578.0,621.9808179574542,148.0,122.0,854.0,745.0,806.0
2.0,341.0,1000.0,245.0,707.0,873.0,30.0,147.0
4.0,113.0,1000.0,286.0,662.0,808.0,422.0,671.0
1.0,907.0,40.11761850468864,812.0,889.0,112.0,535.0,471.0
4.0,440.0,1000.0,115.0,180.0,827.0,655.0,613.0
2.0,638.0,511.7256998869566,510.0,824.0,739.0,863.0,156.0
2.0,638.0,154.9181399784086,419.0,5.0,566.0,815.0,759.0
2.0,178.0,247.1849115448891,318.0,461.0,951.0,414.0,463.0
3.0,649.0,134.5135050882242,950.0,74.0,148.0,349.0,852.0
1.0,723.0,0.0,986.0,77.0,278.0,907.0,440.0
4.0,825.0,483.3966382344203,684.0,67.0,874.0,636.0,606.0
